,eid,title,publicationName,coverDate,refcount,citedby_count,doi
0,2-s2.0-84875689316,Improved low voltage grid-integration of photovoltaic systems in Germany,IEEE Transactions on Sustainable Energy,2013-01-01,25,369,10.1109/TSTE.2012.2198925
0,2-s2.0-84919921209,Assessing the potential of network reconfiguration to improve distributed generation hosting capacity in active distribution systems,IEEE Transactions on Power Systems,2015-01-01,35,267,10.1109/TPWRS.2014.2320895
0,2-s2.0-85049520047,State-of-the-art of hosting capacity in modern power systems with distributed generation,Renewable Energy,2019-01-01,147,232,10.1016/j.renene.2018.07.008
0,2-s2.0-84937231895,Probabilistic Impact Assessment of Low Carbon Technologies in LV Distribution Systems,IEEE Transactions on Power Systems,2016-05-01,35,165,10.1109/TPWRS.2015.2448663
0,2-s2.0-84979468678,Distributed Generation Hosting Capacity Evaluation for Distribution Systems Considering the Robust Optimal Operation of OLTC and SVC,IEEE Transactions on Sustainable Energy,2016-07-01,45,161,10.1109/TSTE.2016.2529627
0,2-s2.0-85028807082,"On Distributed PV Hosting Capacity Estimation, Sensitivity Study, and Improvement",IEEE Transactions on Sustainable Energy,2017-07-01,21,135,10.1109/TSTE.2016.2640239
0,2-s2.0-85017549812,Methods and strategies for overvoltage prevention in low voltage distribution systems with PV,IET Renewable Power Generation,2017-01-01,96,121,10.1049/iet-rpg.2016.0277
0,2-s2.0-84946811904,Voltage control of PV-rich LV networks: OLTC-fitted transformer and capacitor banks,IEEE Transactions on Power Systems,2016-09-01,23,109,10.1109/TPWRS.2015.2494627
0,2-s2.0-84926389538,Real and reactive power control of distributed PV inverters for overvoltage prevention and increased renewable generation hosting capacity,Renewable Energy,2015-09-01,11,108,10.1016/j.renene.2015.03.012
0,2-s2.0-85028697291,PV Penetration Limits in Low Voltage Networks and Voltage Variations,IEEE Access,2017-08-30,49,106,10.1109/ACCESS.2017.2747086
0,2-s2.0-84992563845,Optimal operation of soft open points in medium voltage electrical distribution networks with distributed generation,Applied Energy,2016-12-15,30,104,10.1016/j.apenergy.2016.10.031
0,2-s2.0-85041306244,A Comprehensive Assessment of PV Hosting Capacity on Low-Voltage Distribution Systems,IEEE Transactions on Power Delivery,2018-04-01,27,98,10.1109/TPWRD.2018.2798707
0,2-s2.0-84892963062,Distribution expansion planning considering reliability and security of energy using modified PSO (Particle Swarm Optimization) algorithm,Energy,2014-02-01,47,91,10.1016/j.energy.2013.10.082
0,2-s2.0-80053358803,Increasing the hosting capacity of distribution networks by curtailment of renewable energy resources,"2011 IEEE PES Trondheim PowerTech: The Power of Technology for a Sustainable Society, POWERTECH 2011",2011-10-05,7,89,10.1109/PTC.2011.6019292
0,2-s2.0-84956861441,Improving distribution network PV hosting capacity via smart inverter reactive power support,IEEE Power and Energy Society General Meeting,2015-09-30,18,80,10.1109/PESGM.2015.7286523
0,2-s2.0-85028921990,Data-Driven DG Capacity Assessment Method for Active Distribution Networks,IEEE Transactions on Power Systems,2017-09-01,32,80,10.1109/TPWRS.2016.2633299
0,2-s2.0-84903219296,Techno-economic assessment of voltage control strategies in low voltage grids,IEEE Transactions on Smart Grid,2014-01-01,23,80,10.1109/TSG.2014.2320813
0,2-s2.0-85008426027,Voltage Control with PV Inverters in Low Voltage Networks-In Depth Analysis of Different Concepts and Parameterization Criteria,IEEE Transactions on Power Systems,2017-01-01,32,79,10.1109/TPWRS.2016.2554099
0,2-s2.0-85029374476,Hosting capacity of the power grid for renewable electricity production and new large consumption equipment,Energies,2017-01-01,99,75,10.3390/en10091325
0,2-s2.0-85016451814,Increasing PV hosting capacity in distorted distribution systems using passive harmonic filtering,Electric Power Systems Research,2017-07-01,40,74,10.1016/j.epsr.2017.03.020
0,2-s2.0-85037651214,The German experience with integrating photovoltaic systems into the low-voltage grids,Renewable Energy,2018-04-01,24,74,10.1016/j.renene.2017.11.045
0,2-s2.0-85021307168,On Estimation and Sensitivity Analysis of Distribution Circuit's Photovoltaic Hosting Capacity,IEEE Transactions on Power Systems,2017-07-01,25,70,10.1109/TPWRS.2016.2622286
0,2-s2.0-85030627986,Robust Capacity Assessment of Distributed Generation in Unbalanced Distribution Networks Incorporating ANM Techniques,IEEE Transactions on Sustainable Energy,2018-04-01,27,70,10.1109/TSTE.2017.2754421
0,2-s2.0-85029510171,Integration of large- scale PV plants in non-sinusoidal environments: Considerations on hosting capacity and harmonic distortion limits,Renewable and Sustainable Energy Reviews,2018-01-01,64,69,10.1016/j.rser.2017.09.028
0,2-s2.0-85044343404,Probabilistic Assessment of Hosting Capacity in Radial Distribution Systems,IEEE Transactions on Sustainable Energy,2018-10-01,40,67,10.1109/TSTE.2018.2819201
0,2-s2.0-85073705053,A review of hosting capacity quantification methods for photovoltaics in low-voltage distribution grids,International Journal of Electrical Power and Energy Systems,2020-02-01,101,65,10.1016/j.ijepes.2019.105445
0,2-s2.0-84961725694,High PV penetration impacts on five local distribution networks using high resolution solar resource assessment with sky imager and quasi-steady state distribution system simulations,Solar Energy,2016-07-01,23,63,10.1016/j.solener.2016.03.019
0,2-s2.0-85031743556,Probabilistic Hosting Capacity for Active Distribution Networks,IEEE Transactions on Industrial Informatics,2017-10-01,76,63,10.1109/TII.2017.2698505
0,2-s2.0-85028840236,Distribution Network Electric Vehicle Hosting Capacity Maximization: A Chargeable Region Optimization Model,IEEE Transactions on Power Systems,2017-09-01,28,62,10.1109/TPWRS.2017.2652485
0,2-s2.0-84956859620,Understanding photovoltaic hosting capacity of distribution circuits,IEEE Power and Energy Society General Meeting,2015-09-30,16,61,10.1109/PESGM.2015.7286510
0,2-s2.0-85039767124,A new approach to voltage management in unbalanced low voltage networks using demand response and OLTC considering consumer preference,International Journal of Electrical Power and Energy Systems,2018-07-01,52,61,10.1016/j.ijepes.2017.12.034
0,2-s2.0-85006993290,Maximizing hosting capacity of renewable energy sources in distribution networks: A multi-objective and scenario-based approach,Energy,2017-01-01,37,59,10.1016/j.energy.2016.11.095
0,2-s2.0-85076306237,Assessment techniques of the impact of grid-tied rooftop photovoltaic generation on the power quality of low voltage distribution network - A review,Renewable and Sustainable Energy Reviews,2020-03-01,129,58,10.1016/j.rser.2019.109643
0,2-s2.0-85046080831,Efficient Control of Energy Storage for Increasing the PV Hosting Capacity of LV Grids,IEEE Transactions on Smart Grid,2018-05-01,45,57,10.1109/TSG.2016.2609892
0,2-s2.0-85047004881,Practical Considerations for Optimal Conductor Reinforcement and Hosting Capacity Enhancement in Radial Distribution Systems,IEEE Access,2018-05-16,21,52,10.1109/ACCESS.2018.2835165
0,2-s2.0-84890511100,Active management of renewable energy sources for maximizing power production,International Journal of Electrical Power and Energy Systems,2014-05-01,41,51,10.1016/j.ijepes.2013.11.040
0,2-s2.0-85015984520,Integration of PV and EVs in unbalanced residential LV networks and implications for the smart grid and advanced metering infrastructure deployment,International Journal of Electrical Power and Energy Systems,2017-10-01,41,50,10.1016/j.ijepes.2017.03.008
0,2-s2.0-85053419527,Improvement in policy and proactive interconnection procedure for renewable energy expansion in South Korea,Renewable and Sustainable Energy Reviews,2018-12-01,55,50,10.1016/j.rser.2018.09.013
0,2-s2.0-85043469149,Quantified flexibility evaluation of soft open points to improve distributed generator penetration in active distribution networks based on difference-of-convex programming,Applied Energy,2018-05-15,49,50,10.1016/j.apenergy.2018.02.170
0,2-s2.0-85064264639,Wind-solar complementarity and effective use of distribution network capacity,Applied Energy,2019-08-01,35,48,10.1016/j.apenergy.2019.04.042
0,2-s2.0-85105115068,Risk-Averse Storage Planning for Improving RES Hosting Capacity under Uncertain Siting Choices,IEEE Transactions on Sustainable Energy,2021-10-01,26,48,10.1109/TSTE.2021.3075615
0,2-s2.0-85033411166,Optimization-based distribution grid hosting capacity calculations,Applied Energy,2018-06-01,39,47,10.1016/j.apenergy.2017.10.127
0,2-s2.0-84908146702,Considerations on hosting capacity for harmonic distortions on transmission and distribution systems,Electric Power Systems Research,2015-01-01,33,46,10.1016/j.epsr.2014.09.020
0,2-s2.0-84995916499,Distribution networks’ energy losses versus hosting capacity of wind power in the presence of demand flexibility,Renewable Energy,2017-03-01,32,44,10.1016/j.renene.2016.10.051
0,2-s2.0-85048526014,Review of Voltage Control Research in LV Distribution Network With High Proportion of Residential PVs,Dianwang Jishu/Power System Technology,2018-01-05,75,43,10.13335/j.1000-3673.pst.2017.0738
0,2-s2.0-84939213209,Increasing the PV hosting capacity of Lv networks: OLTC-fitted transformers vs. reinforcements,"2015 IEEE Power and Energy Society Innovative Smart Grid Technologies Conference, ISGT 2015",2015-06-23,13,43,10.1109/ISGT.2015.7131856
0,2-s2.0-84923673749,Representative residential LV feeders: A case study for the North West of England,IEEE Transactions on Power Systems,2016-01-01,23,43,10.1109/TPWRS.2015.2403252
0,2-s2.0-84901617711,Optimizing wind power hosting capacity of distribution systems using cost benefit analysis,IEEE Transactions on Power Delivery,2014-01-01,36,42,10.1109/TPWRD.2014.2303204
0,2-s2.0-85021806503,Probabilistic Voltage Management Using OLTC and dSTATCOM in Distribution Networks,IEEE Transactions on Power Delivery,2018-04-01,49,42,10.1109/TPWRD.2017.2718511
0,2-s2.0-84947296185,Coordinated voltage control of a decoupled three-phase on-load tap changer transformer and photovoltaic inverters for managing unbalanced networks,Electric Power Systems Research,2016-02-01,27,42,10.1016/j.epsr.2015.10.025
0,2-s2.0-85041678925,Toward optimal multiperiod network reconfiguration for increasing the hosting capacity of distribution networks,IEEE Transactions on Power Delivery,2018-10-01,27,41,10.1109/TPWRD.2018.2801332
0,2-s2.0-84962291206,Streamlined method for determining distribution system hosting capacity,IEEE Transactions on Industry Applications,2016-01-01,10,41,10.1109/TIA.2015.2472357
0,2-s2.0-84988329723,Hosting capacity assessment and improvement for photovoltaic-based distributed generation in distorted distribution networks,EEEIC 2016 - International Conference on Environment and Electrical Engineering,2016-08-29,30,39,10.1109/EEEIC.2016.7555515
0,2-s2.0-85040783924,Stochastic assessment of distributed generation hosting capacity and energy efficiency in active distribution networks,"IET Generation, Transmission and Distribution",2017-12-21,31,39,10.1049/iet-gtd.2017.0557
0,2-s2.0-85049248150,Potential power quality impacts on LV distribution networks with high penetration levels of solar PV,"Proceedings of International Conference on Harmonics and Quality of Power, ICHQP",2018-06-08,21,39,10.1109/ICHQP.2018.8378890
0,2-s2.0-76249114395,"Trends, challenges and opportunities in power quality research",European Transactions on Electrical Power,2010-01-01,28,39,10.1002/etep.370
0,2-s2.0-85050979799,Enhancement of solar farm connectivity with smart PV inverter PV-STATCOM,IEEE Transactions on Sustainable Energy,2019-07-01,35,38,10.1109/TSTE.2018.2862405
0,2-s2.0-85013350316,Efficient Control of Active Transformers for Increasing the PV Hosting Capacity of LV Grids,IEEE Transactions on Industrial Informatics,2017-02-01,25,38,10.1109/TII.2016.2619065
0,2-s2.0-85084218954,The multi-energy system co-planning of nearly zero-energy districts – Status-quo and future research potential,Applied Energy,2020-06-01,129,37,10.1016/j.apenergy.2020.114953
0,2-s2.0-85001864956,Technologies to increase PV hosting capacity in distribution feeders,IEEE Power and Energy Society General Meeting,2016-11-10,6,37,10.1109/PESGM.2016.7741575
0,2-s2.0-84880285912,Dimensioning of energy storage for increased integration of wind power,IEEE Transactions on Sustainable Energy,2013-01-18,17,36,10.1109/TSTE.2012.2228244
0,2-s2.0-85060484108,Enhancing photovoltaic hosting capacity—A stochastic approach to optimal planning of static var compensator devices in distribution networks,Applied Energy,2019-03-15,38,36,10.1016/j.apenergy.2019.01.135
0,2-s2.0-84966559256,Photovoltaic hosting capacity evaluation of distribution networks and inverter parameters optimization based on node voltage sensitivity,Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,2016-03-20,29,36,10.13334/j.0258-8013.pcsee.2016.06.013
0,2-s2.0-84913540220,"IEC 61850/61499 control of distributed energy resources: Concept, guidelines, and implementation",IEEE Transactions on Energy Conversion,2014-01-01,32,35,10.1109/TEC.2014.2352338
0,2-s2.0-85030634327,Improving Hosting Capacity of Rooftop PVs by Quadratic Control of an LV-Central BSS,IEEE Transactions on Smart Grid,2019-01-01,28,35,10.1109/TSG.2017.2754943
0,2-s2.0-85063735757,Probabilistic hosting capacity enhancement in non-sinusoidal power distribution systems using a hybrid PSOGSA optimization algorithm,Energies,2019-01-01,46,35,10.3390/en12061018
0,2-s2.0-85019662408,Modelling and analysis of practical options to improve the hosting capacity of low voltage networks for embedded photo-voltaic generation,IET Renewable Power Generation,2017-04-12,20,34,10.1049/iet-rpg.2016.0770
0,2-s2.0-85100142707,A novel distributed generation planning algorithm via graphically-based network reconfiguration and soft open points placement using Archimedes optimization algorithm,Ain Shams Engineering Journal,2021-06-01,48,33,10.1016/j.asej.2020.12.006
0,2-s2.0-85049516953,PV hosting capacity dependence on harmonic voltage distortion in low-voltage grids: Model validation with experimental data,Energies,2018-02-01,21,33,10.3390/en11020465
0,2-s2.0-85085924004,A review of the tools and methods for distribution networks' hosting capacity calculation,Energies,2020-06-01,85,31,10.3390/en13112758
0,2-s2.0-84927144842,MV and LV residential grid impact of combined slow and fast charging of electric vehicles,Energies,2015-01-01,59,31,10.3390/en8031760
0,2-s2.0-84899724718,Overload and overvoltage in low-voltage and medium-voltage networks due to renewable energy - Some illustrative case studies,Electric Power Systems Research,2014-01-01,20,31,10.1016/j.epsr.2014.03.028
0,2-s2.0-84908409104,Locational dependence of PV hosting capacity correlated with feeder load,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,2014-07-23,16,31,
0,2-s2.0-85035119909,An analysis of photo-voltaic hosting capacity in finnish low voltage distribution networks,Energies,2017-11-01,26,30,10.3390/en10111702
0,2-s2.0-84893162939,Voltage impacts from distributed photovoltaics on two distribution feeders,IEEE Power and Energy Society General Meeting,2013-12-01,12,29,10.1109/PESMG.2013.6672320
0,2-s2.0-85079739927,Modified African Buffalo Optimization for Strategic Integration of Battery Energy Storage in Distribution Networks,IEEE Access,2020-01-01,31,28,10.1109/ACCESS.2020.2966571
0,2-s2.0-85100411760,Hosting capacity enhancement of renewable-based distributed generation in harmonically polluted distribution systems using passive harmonic filtering,Sustainable Energy Technologies and Assessments,2021-04-01,70,28,10.1016/j.seta.2021.101030
0,2-s2.0-85001574748,Sensitivity analysis of photovoltaic hosting capacity of distribution circuits,IEEE Power and Energy Society General Meeting,2016-11-10,15,27,10.1109/PESGM.2016.7741861
0,2-s2.0-85026224324,A review of the enabling methodologies for PMUs-based dynamic thermal rating of power transmission lines,Electric Power Systems Research,2017-11-01,28,27,10.1016/j.epsr.2017.07.016
0,2-s2.0-85052793538,Simultaneous optimisation of photovoltaic hosting capacity and energy loss of radial distribution networks with open unified power quality conditioner allocation,IET Renewable Power Generation,2018-09-10,25,25,10.1049/iet-rpg.2018.5389
0,2-s2.0-78650536575,Hosting dispersed generation on Italian MV networks: Towards smart grids,ICHQP 2010 - 14th International Conference on Harmonics and Quality of Power,2010-12-30,17,25,10.1109/ICHQP.2010.5625442
0,2-s2.0-85100888389,Combined PV–EV hosting capacity assessment for a residential LV distribution grid with smart EV charging and PV curtailment,"Sustainable Energy, Grids and Networks",2021-06-01,58,25,10.1016/j.segan.2021.100445
0,2-s2.0-85070879805,An energy flow simulation tool for incorporating short-term PV forecasting in a diesel-PV-battery off-grid power supply system,Applied Energy,2019-11-15,43,25,10.1016/j.apenergy.2019.113718
0,2-s2.0-85075610787,Impact of Smart Inverters on Feeder Hosting Capacity of Distribution Networks,IEEE Access,2019-01-01,28,24,10.1109/ACCESS.2019.2952569
0,2-s2.0-84958093867,A case study of using OLTC to mitigate overvoltage in a rural european low voltage network,Proceedings of the Universities Power Engineering Conference,2015-11-30,12,24,10.1109/UPEC.2015.7339875
0,2-s2.0-85072252444,Review on Evaluation Methods and Improvement Techniques of DG Hosting Capacity in Distribution Network 配电网分布式电源接纳能力评估方法与提升技术研究综述,Dianwang Jishu/Power System Technology,2019-07-05,70,24,10.13335/j.1000-3673.pst.2019.0428
0,2-s2.0-85003703937,Methods to determine recommended feeder-wide advanced inverter settings for improving distribution system performance,Conference Record of the IEEE Photovoltaic Specialists Conference,2016-11-18,20,23,10.1109/PVSC.2016.7749843
0,2-s2.0-85093824305,Enhancement of hosting capacity with soft open points and distribution system reconfiguration: Multi-objective bilevel stochastic optimization,Energies,2020-10-19,37,23,10.3390/en13205446
0,2-s2.0-84966586099,On the integrated PV hosting capacity of MV and LV distribution networks,"2015 IEEE PES Innovative Smart Grid Technologies Latin America, ISGT LATAM 2015",2016-01-12,11,23,10.1109/ISGT-LA.2015.7381183
0,2-s2.0-85034732758,CIGRE/CIRED JWG C4.42: Overview of common methods for assessment of harmonic contribution from customer installation,"2017 IEEE Manchester PowerTech, Powertech 2017",2017-07-13,13,23,10.1109/PTC.2017.7981195
0,2-s2.0-85049241349,A stochastic approach for determining PV hosting capacity of a distribution feeder considering voltage quality constraints,"Proceedings of International Conference on Harmonics and Quality of Power, ICHQP",2018-06-08,8,22,10.1109/ICHQP.2018.8378864
0,2-s2.0-85092273579,Review on the PV hosting capacity in distribution networks,Energies,2020-09-01,131,22,10.3390/en13184756
0,2-s2.0-85088387563,Effects of high solar photovoltaic penetration on distribution feeders and the economic impact,Renewable and Sustainable Energy Reviews,2020-10-01,76,22,10.1016/j.rser.2020.110021
0,2-s2.0-84946558149,Hosting capacity of distribution networks: Evaluation of the network congestion risk due to distributed generation,"5th International Conference on Clean Electrical Power: Renewable Energy Resources Impact, ICCEP 2015",2015-08-04,20,22,10.1109/ICCEP.2015.7177570
0,2-s2.0-85075992117,Co-optimization generation and transmission planning for maximizing large-scale solar PV integration,International Journal of Electrical Power and Energy Systems,2020-06-01,32,22,10.1016/j.ijepes.2019.105723
0,2-s2.0-85064770961,A Stochastic Assessment of PV Hosting Capacity Enhancement in Distribution Network Utilizing Voltage Support Techniques,IEEE Access,2019-01-01,24,21,10.1109/ACCESS.2019.2908725
0,2-s2.0-33847224157,Hosting capacity for motor starting in weak grids,2005 International Conference on Future Power Systems,2005-01-01,9,21,10.1109/fps.2005.204291
0,2-s2.0-85097337420,"“Maximizing Hosting Capacity of Uncertain Photovoltaics by Coordinated Management of OLTC, VAr Sources and Stochastic EVs”",International Journal of Electrical Power and Energy Systems,2021-05-01,58,21,10.1016/j.ijepes.2020.106627
0,2-s2.0-85054469916,Improving PV Dynamic Hosting Capacity Using Adaptive Controller for STATCOMs,IEEE Transactions on Energy Conversion,2019-03-01,23,21,10.1109/TEC.2018.2873057
0,2-s2.0-85091284083,Photovoltaic Hosting Capacity Sensitivity to Active Distribution Network Management,IEEE Transactions on Power Systems,2021-01-01,35,21,10.1109/TPWRS.2020.3007997
0,2-s2.0-84930989024,PV interconnection risk analysis through distribution system impact signatures and feeder zones,IEEE Power and Energy Society General Meeting,2014-10-29,20,21,10.1109/PESGM.2014.6939028
0,2-s2.0-85084137029,Interval Overvoltage Risk Based PV Hosting Capacity Evaluation Considering PV and Load Uncertainties,IEEE Transactions on Smart Grid,2020-05-01,36,20,10.1109/TSG.2019.2960335
0,2-s2.0-85038820625,PV hosting capacity analysis and enhancement using high resolution stochastic modeling,Energies,2017-01-01,33,20,10.3390/en10101488
0,2-s2.0-85034736244,Time-series analysis of photovoltaic distributed generation impacts on a local distributed network,"2017 IEEE Manchester PowerTech, Powertech 2017",2017-07-13,20,19,10.1109/PTC.2017.7980908
0,2-s2.0-85104667526,Improving Hosting Capacity of Unbalanced Distribution Networks via Robust Allocation of Battery Energy Storage Systems,IEEE Transactions on Power Systems,2021-05-01,36,19,10.1109/TPWRS.2020.3029532
0,2-s2.0-85034638110,Limitations for the feed-in power of residential photovoltaic systems in Germany – An overview of the regulatory framework,Solar Energy,2018-01-01,108,19,10.1016/j.solener.2017.10.072
0,2-s2.0-84890454832,A methodology to calculate maximum generation capacity in low voltage distribution feeders,International Journal of Electrical Power and Energy Systems,2014-05-01,21,19,10.1016/j.ijepes.2013.11.047
0,2-s2.0-84893539518,Assessing the benefits of PV var absorption on the hosting capacity of LV feeders,"2013 4th IEEE/PES Innovative Smart Grid Technologies Europe, ISGT Europe 2013",2013-12-01,14,18,10.1109/ISGTEurope.2013.6695423
0,2-s2.0-85071420413,Quasi-Static Time-Series PV Hosting Capacity Methodology and Metrics,"2019 IEEE Power and Energy Society Innovative Smart Grid Technologies Conference, ISGT 2019",2019-02-01,12,18,10.1109/ISGT.2019.8791569
0,2-s2.0-84949207623,Assessing the effect of wind power peaking characteristics on the maximum penetration level of wind power,"IET Generation, Transmission and Distribution",2015-12-03,31,18,10.1049/iet-gtd.2015.0483
0,2-s2.0-84896484734,Effect of reactive power management of PV inverters on need for energy storage,Conference Record of the IEEE Photovoltaic Specialists Conference,2013-01-01,20,18,10.1109/PVSC.2013.6744938
0,2-s2.0-84946228843,Streamlined Method for Determining Distribution System Hosting Capacity,Papers Presented at the Annual Conference - Rural Electric Power Conference,2015-05-12,10,18,10.1109/REPC.2015.11
0,2-s2.0-84904359753,Is there a place for power quality in the smart grid?,"Proceedings of International Conference on Harmonics and Quality of Power, ICHQP",2014-01-01,26,18,10.1109/ICHQP.2014.6842865
0,2-s2.0-84979642931,Photovoltaic integration in smart city power distribution : A Probabilistic photovoltaic hosting capacity assessment based on smart metering data,SMARTGREENS 2016 - Proceedings of the 5th International Conference on Smart Cities and Green ICT Systems,2016-01-01,25,18,10.5220/0005792001660178
0,2-s2.0-85075467776,Integrating Electric Vehicles in Microgrids: Overview on Hosting Capacity and New Controls,IEEE Transactions on Industry Applications,2019-11-01,48,18,10.1109/TIA.2019.2933800
0,2-s2.0-85097396901,Optimal allocation and economic analysis of battery energy storage systems: Self-consumption rate and hosting capacity enhancement for microgrids with high renewable penetration,Sustainability (Switzerland),2020-12-01,37,18,10.3390/su122310144
0,2-s2.0-85054026000,Scalable enumeration approach for maximizing hosting capacity of distributed generation,International Journal of Electrical Power and Energy Systems,2019-02-01,29,18,10.1016/j.ijepes.2018.09.010
0,2-s2.0-85074107300,Identifying Common Errors in Distribution System Models,Conference Record of the IEEE Photovoltaic Specialists Conference,2019-06-01,37,17,10.1109/PVSC40753.2019.8980833
0,2-s2.0-85013901560,The effect of distribution network on the annual energy yield and economic performance of residential PV systems under high penetration,Renewable Energy,2017-01-01,32,17,10.1016/j.renene.2017.02.047
0,2-s2.0-85009454702,Increasing the PV hosting capacity with OLTC technology and PV VAr absorption in a MV/LV rural Brazilian distribution system,"Proceedings of International Conference on Harmonics and Quality of Power, ICHQP",2016-12-14,16,17,10.1109/ICHQP.2016.7783454
0,2-s2.0-85082877560,A reliability-constrained demand response-based method to increase the hosting capacity of power systems to electric vehicles,International Journal of Electrical Power and Energy Systems,2020-10-01,54,17,10.1016/j.ijepes.2020.106046
0,2-s2.0-85139952276,MVDC link in a 33 kV distribution network,CIRED - Open Access Proceedings Journal,2017-10-01,5,17,10.1049/oap-cired.2017.0168
0,2-s2.0-85096159051,PV park site selection for utility-scale solar guides combining GIS and power flow analysis: A case study on a Swedish municipality,Applied Energy,2021-01-15,88,17,10.1016/j.apenergy.2020.116086
0,2-s2.0-85076406234,Dynamic distribution network reconfiguration using reinforcement learning,"2019 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids, SmartGridComm 2019",2019-10-01,28,17,10.1109/SmartGridComm.2019.8909777
0,2-s2.0-84904304638,Methodology for estimation of harmonic hosting,"Proceedings of International Conference on Harmonics and Quality of Power, ICHQP",2014-01-01,22,16,10.1109/ICHQP.2014.6842849
0,2-s2.0-85091302547,Probabilistic Approach for Hosting High PV Penetration in Distribution Systems via Optimal Oversized Inverter with Watt-Var Functions,IEEE Systems Journal,2021-03-01,38,16,10.1109/JSYST.2020.2982467
0,2-s2.0-85099235347,Scenario-based network reconfiguration and renewable energy resources integration in large-scale distribution systems considering parameters uncertainty,Mathematics,2021-01-01,52,16,10.3390/math9010026
0,2-s2.0-85094576795,Countrywide PV hosting capacity and energy storage requirements for distribution networks: The case of Switzerland,Applied Energy,2021-01-01,68,16,10.1016/j.apenergy.2020.116010
0,2-s2.0-85099502396,Multiobjective nested optimization framework for simultaneous integration of multiple photovoltaic and battery energy storage systems in distribution networks,Journal of Energy Storage,2021-03-01,71,16,10.1016/j.est.2021.102263
0,2-s2.0-84890880619,Optimisation of LV networks with high photovoltaic penetration - Balancing the grid with smart meters,"2013 IEEE Grenoble Conference PowerTech, POWERTECH 2013",2013-12-27,16,16,10.1109/PTC.2013.6652366
0,2-s2.0-85086040136,PV hosting capacity of LV distribution networks using smart inverters and storage systems: A practical margin,IET Renewable Power Generation,2020-06-08,37,16,10.1049/iet-rpg.2019.1054
0,2-s2.0-85088292956,"A techno-economic comparison of traditional upgrades, volt-var controls, and coordinated distributed energy resource management systems for integration of distributed photovoltaic resources",International Journal of Electrical Power and Energy Systems,2020-12-01,39,16,10.1016/j.ijepes.2020.106222
0,2-s2.0-85064351500,Role of reactive power (STATCOM) in the planning of distribution network with higher EV charging level,"IET Generation, Transmission and Distribution",2019-04-09,36,16,10.1049/iet-gtd.2018.6046
0,2-s2.0-84890864287,Maximum power injection acceptance in a residential area,Renewable Energy and Power Quality Journal,2010-04-01,8,16,10.24084/repqj08.426
0,2-s2.0-84986631136,PQ and hosting capacity issues for EV charging systems penetration in real MV/LV networks,"19th Power Systems Computation Conference, PSCC 2016",2016-07-01,21,15,10.1109/PSCC.2016.7540919
0,2-s2.0-85012035843,Optimal placement and sizing of battery storage to increase the PV hosting capacity of low voltage grids,International ETG Congress 2015; Die Energiewende - Blueprints for the New Energy Age,2015-01-01,13,15,
0,2-s2.0-84904962996,Multi-agent control system for increasing hosting capacity in active distribution networks with EV,ENERGYCON 2014 - IEEE International Energy Conference,2014-01-01,13,15,10.1109/ENERGYCON.2014.6850607
0,2-s2.0-85096848031,Soft Open Point in Distribution Networks,IEEE Access,2020-01-01,96,15,10.1109/ACCESS.2020.3039552
0,2-s2.0-84983343574,Increasing the hosting capacity of distribution grids by implementing residential PV storage systems and reactive power control,"International Conference on the European Energy Market, EEM",2016-07-25,20,15,10.1109/EEM.2016.7521338
0,2-s2.0-85049991838,Hosting capacity analysis of many distributed photovoltaic systems in future distribution networks,"2017 IEEE Innovative Smart Grid Technologies - Asia: Smart Grid for Smart Community, ISGT-Asia 2017",2018-06-08,11,14,10.1109/ISGT-Asia.2017.8378408
0,2-s2.0-85012864757,Analysis of active power curtailment strategies for renewable distributed generation,"AEIT 2016 - International Annual Conference: Sustainable Development in the Mediterranean Area, Energy and ICT Networks of the Future",2016-01-01,17,14,10.23919/AEIT.2016.7892744
0,2-s2.0-84903312879,Local hosting capacity increase by means of wind farm voltage control provision,IEEE Transactions on Power Systems,2014-01-01,35,14,10.1109/TPWRS.2014.2299290
0,2-s2.0-85068795053,The concept of dynamic hosting capacity for distributed energy resources: Analytics and practical considerations,Energies,2019-01-01,37,14,10.3390/en12132576
0,2-s2.0-85049617009,Monte carlo-based comprehensive assessment of PV hosting capacity and energy storage impact in realistic finnish low-voltage networks,Energies,2018-06-01,19,14,10.3390/en11061467
0,2-s2.0-85046249461,Coordinated voltage control of distributed PV inverters for voltage regulation in low voltage distribution networks,"2017 IEEE PES Innovative Smart Grid Technologies Conference Europe, ISGT-Europe 2017 - Proceedings",2017-07-01,21,14,10.1109/ISGTEurope.2017.8260279
0,2-s2.0-84870816802,Prospective installation of EV charging points in a real LV network: Two case studies,"2012 IEEE International Energy Conference and Exhibition, ENERGYCON 2012",2012-12-14,7,14,10.1109/EnergyCon.2012.6348246
0,2-s2.0-84943805335,Storage units: Possible improvements for voltage control of MV distribution networks,"17th Power Systems Computation Conference, PSCC 2011",2011-01-01,9,14,
0,2-s2.0-85102601573,"Estimating national and local low-voltage grid capacity for residential solar photovoltaic in Sweden, UK and Germany",Renewable Energy,2021-06-01,61,14,10.1016/j.renene.2021.02.073
