Authors,Author full names,Author(s) ID,Titles,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Cited by,Link,Affiliations,Authors with affiliations,Abstract,Indexed Keywords,Author Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
Gita K.; Yadav A.K.,"Gita, Kumari (57216269551); Yadav, Atul K. (57236995600)",57216269551; 57236995600,Impact on Bulk Power System Reliability Performance and Voltage Security by Changing the States of System Network,2019,"Proceedings of the 2019 2nd International Conference on Power and Embedded Drive Control, ICPEDC 2019",,,9036667,52,57,5.0,10.1109/ICPEDC47771.2019.9036667,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082983184&doi=10.1109%2fICPEDC47771.2019.9036667&partnerID=40&md5=fdfdc855167e45a373d83cc411b29533,"Rama University, Kanpur, India","Gita K., Rama University, Kanpur, India; Yadav A.K., Rama University, Kanpur, India","This paper discussed the effect of states change of original network on reliability performance and voltage security with the objective to minimize the interrupted load of the system. Tap change of transformer, transmission line failure and generating unit failure refers as new states of the system. Probability related to every change of state are taken for reliability indices evaluation such as Expected Energy Not Supply (EENS), Delivery Point Unreliability Index (DPUI) and Loss of Load Probability (LOLP). MATLAB simulation with different states are used for evaluation of objective of this paper. Case studies are conducted on reliability Test System (RTS-79). Interrupted load occurs at the load buses when supply does not meet the demand. Expected load loss for the system evaluated based on the total available capacity during each states of the network. Interrupted load duration in times per year are also described in this paper which relates to reliability performance of system. © 2019 IEEE.",Electric load loss; Electric power system security; Loss of load probability; MATLAB; Network security; Outages; Power control; Available capacity; Loss of load probabilities (LOLP); Matlab simulations; Reliability performance; Reliability test system; States; System reliability; Voltage security; Reliability,interrupted load; States; system reliability; voltage security,,,Institute of Electrical and Electronics Engineers Inc.,,978-172812414-8,,,English,"Proc. Int. Conf. Power Embed. Drive Control, ICPEDC",Conference paper,Final,,Scopus,2-s2.0-85082983184
Karunarathne E.; Wijethunge A.; Ekanayake J.,"Karunarathne, Eshan (57216633155); Wijethunge, Akila (56826149000); Ekanayake, Janaka (7003409510)",57216633155; 56826149000; 7003409510,Enhancing pv hosting capacity using voltage control and employing dynamic line rating,2022,Energies,15,1,134,,,,10.3390/en15010134,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121837243&doi=10.3390%2fen15010134&partnerID=40&md5=e4496f355234fb0d42d782b59c1a4bd2,"Department of Electrical and Electronic Engineering, University of Peradeniya, Peradeniya, 20400, Sri Lanka; Department of Materials and Mechanical Technology, Faculty of Technology, University of Sri Jayewardenepura, Homagama, 10200, Sri Lanka; Institute of Energy, Cardiff School of Engineering, Cardiff University, Cardiff, CF10 3AT, United Kingdom","Karunarathne E., Department of Electrical and Electronic Engineering, University of Peradeniya, Peradeniya, 20400, Sri Lanka; Wijethunge A., Department of Materials and Mechanical Technology, Faculty of Technology, University of Sri Jayewardenepura, Homagama, 10200, Sri Lanka; Ekanayake J., Department of Electrical and Electronic Engineering, University of Peradeniya, Peradeniya, 20400, Sri Lanka, Institute of Energy, Cardiff School of Engineering, Cardiff University, Cardiff, CF10 3AT, United Kingdom","Photovoltaic (PV) system installation has encouraged to be further expedited to minimize climate change and thus, rooftop solar PV systems have been sparkled in every corner of the world. However, due to technological constraints linked to voltage and currents, the PV hosting capacity has been substantially constrained. Therefore, this paper proposes a competent approach to maximize PV hosting capacity in a low voltage distribution network based on voltage control and dynamic line rating of the cables. Coordinated voltage control is applied with an on-load tap changing transformer, and reactive power compensation and active power curtailment of PV inverters. A case study with probabilistic and deterministic assessments is carried out on a real Sri Lankan network to show how the PV hosting capacity is constrained. The findings revealed the capability of integrated voltage control schemes and dynamic line rating in maximizing hosting capacity. The study is expanded by incorporating the PV rephasing approach in conjunction with the aforementioned control techniques, and the effectiveness of PV-rephasing is clearly demonstrated. When compared to voltage control and conductor static rating, the combined rephasing, voltage control, and DLR yielded a 60% increase in PV hosting capacity. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Climate change; Electric power distribution; Solar power generation; Voltage control; Voltage distribution measurement; Active power; Dynamic line rating; Hosting capacity; Line ratings; Low voltage distribution network; Photovoltaic hosting capacity; Photovoltaic systems; Photovoltaics; Solar photovoltaic system; Systems installation; Reactive power,Active power; Dynamic line rating; Low voltage distribution network; PV hosting capacity; Reactive power; Voltage control,"J. Ekanayake; Department of Electrical and Electronic Engineering, University of Peradeniya, Peradeniya, 20400, Sri Lanka; email: ekanayakej@cardiff.ac.uk",,MDPI,19961073,,,,English,Energies,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85121837243
Aizpurua J.I.; Garro U.; Muxika E.; Mendicute M.; Gilbert I.P.; Stewart B.G.; McArthur S.D.J.; Lambert B.,"Aizpurua, Jose I. (57189375154); Garro, Unai (57208670885); Muxika, Enaut (55513341800); Mendicute, Mikel (8568777700); Gilbert, Ian P. (56099926000); Stewart, Brian G. (9744477400); McArthur, Stephen D. J. (7006668389); Lambert, Brandon (57195941388)",57189375154; 57208670885; 55513341800; 8568777700; 56099926000; 9744477400; 7006668389; 57195941388,Probabilistic Power Transformer Condition Monitoring in Smart Grids,2019,ARWtr 2019 - Proceedings: 2019 6th Advanced Research Workshop on Transformers,,,8930193,42,47,5.0,10.23919/ARWtr.2019.8930193,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079281011&doi=10.23919%2fARWtr.2019.8930193&partnerID=40&md5=59d38f177bc77038a12fb88610eb1987,"Mondragon University, Electronics and Computing Department, Arrasate, 20500, Spain; Ormazabal Corporate Technology, Amorebieta, 48340, Spain; University of Strathclyde, Electric and Electronic Engineering Department, Glasgow, G11RD, United Kingdom; Bruce Power, Tiverton, Canada","Aizpurua J.I., Mondragon University, Electronics and Computing Department, Arrasate, 20500, Spain; Garro U., Mondragon University, Electronics and Computing Department, Arrasate, 20500, Spain; Muxika E., Mondragon University, Electronics and Computing Department, Arrasate, 20500, Spain; Mendicute M., Mondragon University, Electronics and Computing Department, Arrasate, 20500, Spain; Gilbert I.P., Ormazabal Corporate Technology, Amorebieta, 48340, Spain; Stewart B.G., University of Strathclyde, Electric and Electronic Engineering Department, Glasgow, G11RD, United Kingdom; McArthur S.D.J., University of Strathclyde, Electric and Electronic Engineering Department, Glasgow, G11RD, United Kingdom; Lambert B., Bruce Power, Tiverton, Canada","Power transformers are critical assets for the correct and reliable operation of the power grid. However, the use of power transformers in the context of smart grids creates new challenges for efficient lifetime management and maintenance planning. The use of intermittent sources of energy and dynamic loads increases the sources of uncertainty and causes non-linear operation dynamics. In addition, the increased use of probabilistic forecasting models for the estimation of influential parameters such as temperature or load, influences the uncertainty associated with the transformer lifetime estimation. These variable operation mechanisms influence the operation and lifetime planning of power transformers. Accordingly, this paper presents a novel probabilistic health state estimation framework to improve the lifetime management of power transformers operated in smart grids through the integration of probabilistic forecasting models with Monte Carlo based Bayesian filtering methods. © 2019 RedINtrnasf.",Condition monitoring; Dynamic loads; Electric power transmission networks; Forecasting; Monte Carlo methods; Plasma diagnostics; Power transformers; Lifetime estimation; Maintenance planning; Operation mechanism; Probabilistic forecasting; prognostics; Sources of uncertainty; transformer; Transformer condition monitoring; Smart power grids,Condition monitoring; diagnostics; probabilistic forecasting; prognostics; transformer,,Lopez-Fernandez X.M.,Institute of Electrical and Electronics Engineers Inc.,,978-840911743-7,,,English,ARWtr - Proc.: Adv. Res. Workshop Transform.,Conference paper,Final,,Scopus,2-s2.0-85079281011
Chen W.; Luo D.; Fu F.; He H.; Zhang K.,"Chen, WenGang (57795810100); Luo, DianSheng (7202658154); Fu, FangYu (57576654100); He, HongYing (55214932700); Zhang, Ke (57795395800)",57795810100; 7202658154; 57576654100; 55214932700; 57795395800,Research on the Transformer Intelligent Operation and Maintenance System Based on the Graph Neural Network,2022,Frontiers in Energy Research,10,,935359,,,,10.3389/fenrg.2022.935359,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133944976&doi=10.3389%2ffenrg.2022.935359&partnerID=40&md5=5bcd149e8b3b92fd8e6b2de28b92b529,"Jincheng Power Supply Company, State Grid Shanxi Electric Power Co, Jincheng, China; College of Electrical and Information Engineering, Hunan University, Changsha, China","Chen W., Jincheng Power Supply Company, State Grid Shanxi Electric Power Co, Jincheng, China; Luo D., College of Electrical and Information Engineering, Hunan University, Changsha, China; Fu F., College of Electrical and Information Engineering, Hunan University, Changsha, China; He H., College of Electrical and Information Engineering, Hunan University, Changsha, China; Zhang K., Jincheng Power Supply Company, State Grid Shanxi Electric Power Co, Jincheng, China","With the development of the smart grid and energy Internet, the power industry generates huge, multi-source, heterogeneous, and highly coupled data, which are difficult to utilize. The intelligent operation and maintenance system of the power transformer based on the knowledge graph and graph neural network is developed in this article. The multi-source heterogeneous data are structured and modeled by the constructed knowledge graph, and it presents the correlation among data more intuitively. On this basis, the graph neural network is designed to achieve the prediction and excavate the deep information hidden in the data. The testing results show that the system has fully used the multi-dimensional and interrelated heterogeneous data, achieving a deep information mine. It benefits the management and strategy implementation for the system scientifically and guides the operation and maintenance of the transformer. The system is of great significance on improving the efficiency of the transformer maintenance and safe operation. Copyright © 2022 Chen, Luo, Fu, He and Zhang.",Electric power transmission networks; Knowledge graph; Maintenance; Power transformers; Smart power grids; Data management technology; Graph neural networks; Intelligent maintenance; Intelligent operation and maintenance system; Intelligent operations; Knowledge graphs; Maintenance systems; Management technologies; Operation system; Operations and maintenance; Information management,data management technology; graph neural network; intelligent operation and maintenance system; knowledge graph; power transformer,"D. Luo; College of Electrical and Information Engineering, Hunan University, Changsha, China; email: lhx20070322@hnu.edu.cn; H. He; College of Electrical and Information Engineering, Hunan University, Changsha, China; email: lhx20070322@sina.com",,Frontiers Media S.A.,2296598X,,,,English,Front. Energy Res.,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85133944976
Dobakhshari A.S.; Abdolmaleki M.; Terzija V.; Azizi S.,"Dobakhshari, A.S. (33167455300); Abdolmaleki, M. (56423588300); Terzija, V. (7004443467); Azizi, S. (7003499707)",33167455300; 56423588300; 7004443467; 7003499707,Online Non-Iterative Estimation of Transmission Line and Transformer Parameters by SCADA Data,2021,IEEE Transactions on Power Systems,36,3,9258953,2632,2641,9.0,10.1109/TPWRS.2020.3037997,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098771731&doi=10.1109%2fTPWRS.2020.3037997&partnerID=40&md5=131973311ffcdf225bf42be712ee7db1,"Faculty of Engineering, University of Guilan, Rasht, Iran; College of Engineering and Technology, American University of the Middle East, Kuwait City, Kuwait; School of Electrical and Electronic Engineering, The University of Manchester, Manchester, United Kingdom; School of Electronic and Electrical Engineering, University of Leeds, Leeds, United Kingdom","Dobakhshari A.S., Faculty of Engineering, University of Guilan, Rasht, Iran; Abdolmaleki M., College of Engineering and Technology, American University of the Middle East, Kuwait City, Kuwait; Terzija V., School of Electrical and Electronic Engineering, The University of Manchester, Manchester, United Kingdom; Azizi S., School of Electronic and Electrical Engineering, University of Leeds, Leeds, United Kingdom","Utilization of abundant measurements provided by supervisory control and data acquisition (SCADA) system has attracted increasing attention. Real-time estimation of transmission line parameters, utilizing voltage and power flow measurements provided by remote terminal units (RTUs) located at two substations across the line, has been investigated, recently. This paper improves this approach by introducing a novel exact linear reformulation of the problem, which can be solved in closed form. The distributed-parameter model of long transmission lines is considered and its parameters are estimated in a non-iterative manner using RTU measurements. The method is also extended to estimate transformer series impedance and tap position by SCADA measurements, linearly. As such, the disadvantages associated with the previous iterative approach, e.g. concern over convergence, for transmission line parameters are avoided. Moreover, the novel technique for estimating transformer parameters allows to determine the tap position as well as updated transformer series impedance. Furthermore, a thorough analysis is presented to take the measurement accuracy into account. Simulation results for different transmission lines and transformers in the IEEE 118-bus test system are reported, where the result indicate successful performance of the proposed algorithms.  © 1969-2012 IEEE.",Data acquisition; Distributed parameter control systems; Electric lines; Electric load flow; Electric power transmission; Electric transformer testing; Flow measurement; Iterative methods; Transmissions; Distributed-parameter model; Long transmission lines; Measurement accuracy; Real-time estimation; Remote terminal units; Supervisory control and dataacquisition systems (SCADA); Transformer parameters; Transmission line parameters; Parameter estimation,Parameter estimation; supervisory control and data acquisition (SCADA); transmission line; transmission transformer,"A.S. Dobakhshari; Faculty of Engineering, University of Guilan, Rasht, Iran; email: salehi_ahmad@guilan.ac.ir",,Institute of Electrical and Electronics Engineers Inc.,08858950,,ITPSE,,English,IEEE Trans Power Syst,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85098771731
Tong X.; Guo C.; Yang X.; Chen C.,"Tong, Xin (57193004648); Guo, Chunlin (35777941900); Yang, Xiaoyan (57251547500); Chen, Chenchen (57192217918)",57193004648; 35777941900; 57251547500; 57192217918,Research on characteristics of electric vehicle charging load and distribution network supportability,2016,"Asia-Pacific Power and Energy Engineering Conference, APPEEC",2016-December,,7779748,1539,1542,3.0,10.1109/APPEEC.2016.7779748,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010011096&doi=10.1109%2fAPPEEC.2016.7779748&partnerID=40&md5=34d25c28a3321c2d86029877fbfe5785,"State Key Laboratory of Alternate Electrical Power System with Renewable Energy Sources, North China Electric Power University, Beijing, China","Tong X., State Key Laboratory of Alternate Electrical Power System with Renewable Energy Sources, North China Electric Power University, Beijing, China; Guo C., State Key Laboratory of Alternate Electrical Power System with Renewable Energy Sources, North China Electric Power University, Beijing, China; Yang X., State Key Laboratory of Alternate Electrical Power System with Renewable Energy Sources, North China Electric Power University, Beijing, China; Chen C., State Key Laboratory of Alternate Electrical Power System with Renewable Energy Sources, North China Electric Power University, Beijing, China","As the electric vehicle(EV)charging is playing an important role in distribution network, it has attracted more and more attention. In order to clarify the relationship between the operation mode of EVs, peak charging load and peak power load of grid, this paper defines two key parameters: coincidence factor and mutual coincidence factor. The variation tendencies of these two parameters under different EVs scale and charging rate are also analyzed. Based on the characteristics of EV charging load and the power load of distribution network in residential area, an evaluation method for distribution network supportability is proposed. Finally effectiveness of the evaluation method are verified by distribution network in residential area. The results show that by choosing the capacity of transformer properly, the ability of the distribution network for the integration of EV can be greatly improved. © 2016 IEEE.",Charging (batteries); Electric power distribution; Electric vehicles; Housing; Vehicles; Charging loads; Charging rate; Coincidence factors; Electric vehicle charging; Operation mode; Residential areas; Supportability; Variation tendencies; Electric load distribution,Charging load; distribution network; electric vehicle; supportability,,,IEEE Computer Society,21574839,978-150905418-3,,,English,"Asia-Pacific Pow. Energy Eng. Conf., APPEEC",Conference paper,Final,,Scopus,2-s2.0-85010011096
Antony Raj R.; Murugesan S.; Venkatachary S.K.; Stonier A.A.,"Antony Raj, Raymon (57773198900); Murugesan, Srinivasan (57214576489); Venkatachary, Sampath Kumar (57195963365); Stonier, Albert Alexander (36061224500)",57773198900; 57214576489; 57195963365; 36061224500,Conversion of non-edible Baobab oil as an alternative cooling medium in transformers and practicability analysis of ageing using Euler’s method and artificial neural network,2022,Biomass Conversion and Biorefinery,,,,,,,10.1007/s13399-022-02991-3,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133207291&doi=10.1007%2fs13399-022-02991-3&partnerID=40&md5=a3257fc848ce38845e40fbe6b31d0bb4,"Department of Electrical and Electronics Engineering, Kongu Engineering College, Perundurai-638060, Erode, India; Grant Thornton, Plot 50370, Acumen Park, Fairgrounds, Gaborone, Botswana","Antony Raj R., Department of Electrical and Electronics Engineering, Kongu Engineering College, Perundurai-638060, Erode, India; Murugesan S., Department of Electrical and Electronics Engineering, Kongu Engineering College, Perundurai-638060, Erode, India; Venkatachary S.K., Grant Thornton, Plot 50370, Acumen Park, Fairgrounds, Gaborone, Botswana; Stonier A.A., Department of Electrical and Electronics Engineering, Kongu Engineering College, Perundurai-638060, Erode, India","The use of natural esters as an insulation medium in transformers is well known. This paper proposes to use Baobab oil (Adansolia digitata) as insulator. The Baobab oil is modified using the additives such as hydrocarbon -C12H26-C15H32 (AD1) and aluminium-II-oxide (AD2) of size 10 nm. The modified natural ester (NE) called nano natural ester (NNE) shows good dielectric strength at 7.5 mL/L of AD1 and 0.75 g/L of AD2. NNE is prepared by blending AD1 and AD2 using ultrasonic waves. Here, in NNE, AD1 serves as thinner, and AD2 acts as electron scavenger. The NNE is then subjected to accelerated heasting at 100 °C for 720 h. The dielectric properties like AC breakdown voltage, fire point, kinematic viscosity (at 30 °C), acid number and water content are measured at 120 h. The data is then used as an input to Euler’s method (EM) for predicting the ageing rate for 1440 h. The prediction results of EM are confirmed using the artificial neural network (ANN); ANN shows significantly less deviance. The prediction results of NNE, NE and conventional insulating fluid (CIF) like mineral oil are compared, which indicates that NNE ages at a slower rate than CIF. Under lower temperature loading, NNE ages slower than the predicted results and shows endurance beyond 2880 h. Hence, the use of NNE is a cost-effective and suitable solution to insulating fluids in power and distribution transformers. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",Additives; Alumina; Aluminum oxide; Blending; Cost effectiveness; Dielectric properties; Esters; Insulation; Neural networks; Aging rates; Baobab oil; Cooling media; Dielectric fluid; Dielectric strengths; Electron scavengers; Euler’s method; Insulating fluid; Natural esters; S-method; Forecasting,Ageing rate; ANN; Baobab oil; Dielectric fluid; Euler’s method; Prediction,"R. Antony Raj; Department of Electrical and Electronics Engineering, Kongu Engineering College, Erode, Perundurai-638060, India; email: ar19100144@studentmail.biust.ac.bw",,Springer Science and Business Media Deutschland GmbH,21906815,,,,English,Biomass Convers. Biorefinery,Article,Article in press,,Scopus,2-s2.0-85133207291
Thanua N.; Balu Kumbhar G.,"Thanua, Nisha (57459486100); Balu Kumbhar, Ganesh (57459612100)",57459486100; 57459612100,Aging Performance of Transformer State of Art Review Oil Insulation- State of Art Review,2021,"Proceedings of 2021 5th International Conference on Condition Assessment Techniques in Electrical Systems, CATCON 2021",,,,97,102,5.0,10.1109/CATCON52335.2021.9670470,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124970586&doi=10.1109%2fCATCON52335.2021.9670470&partnerID=40&md5=b64a552bf4f46ab8fe07a15b4bf4ff4c,"Indian Institute of Technology Roorkee, Roorkee, India","Thanua N., Indian Institute of Technology Roorkee, Roorkee, India; Balu Kumbhar G., Indian Institute of Technology Roorkee, Roorkee, India","The objective of this review paper is to understand the aging aspects of the transformer insulating oil by studying the aging performance of two widely used liquid dielectrics ie., mineral oil and natural ester oils along with paper as solid insulation. The performance of the power transformer is mainly decided by the proper working of its insulation. Thus monitoring the performance of insulating oil with aging results in more reliable working of the transformers. Here the aging mechanism of the insulating oil is briefly discussed alongside various study done in understanding the aging performance of both the liquid dielectrics using various methods and thus the degradation rate of both the dielectrics are examined. Naturally available ester oils are found to have better performance in comparison to mineral oil and also the paper degradation rate was found to be slower in these ester oils. Various methods used in monitoring the aging phenomenon are discussed briefly which compares the aging markers of both the oils.  © 2021 IEEE.",Degradation; Dielectric liquids; Esters; Insulation; Mineral oils; Minerals; Oil filled transformers; Aging mechanism; Aging performance; Degradation rate; Ester oil; Liquid dielectrics; Natural esters; Oil insulations; Performance; Review papers; Solid insulation; Power transformers,Aging; Dielectrics; Ester oils; mineral oil; Power transformers,,Haque N.; P. P.; K. S.; T.K. S.; Chatterjee B.,Institute of Electrical and Electronics Engineers Inc.,,978-073811291-6,,,English,"Proc. Int. Conf. Cond. Assess. Techniques Electr. Syst., CATCON",Conference paper,Final,,Scopus,2-s2.0-85124970586
Carvalhosa S.; Leite H.; Branco F.; Sá C.A.; Moura A.M.; Lopes R.C.; Soares M.,"Carvalhosa, S. (57211289930); Leite, H. (35324837700); Branco, F. (57221309251); Sá, Carlos A. (57218455656); Moura, António M. (55112338100); Lopes, Ricardo C. (54416073100); Soares, Mário (57220885708)",57211289930; 35324837700; 57221309251; 57218455656; 55112338100; 54416073100; 57220885708,Survey on the advancements of dielectric fluids and experiment studies for distribution power transformers,2021,Renewable Energy and Power Quality Journal,19,,225,97,102,5.0,10.24084/repqj19.225,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114687756&doi=10.24084%2frepqj19.225&partnerID=40&md5=a52e562bc491a1487c1a026defaeba35,"High Voltage Laboratory, Department of Electrical Engineering-Faculdade de Engenharia da, Universidade do Porto Campus of Asprela, Porto, 4200-465, Portugal; Efacec, Transformers R&D, Apartado 1018-4466-952, São Mamede de Infesta, Portugal; Redes Energéticas Nacionais, Asset Managment Department, Maia, 4470-259, Portugal","Carvalhosa S., High Voltage Laboratory, Department of Electrical Engineering-Faculdade de Engenharia da, Universidade do Porto Campus of Asprela, Porto, 4200-465, Portugal; Leite H., High Voltage Laboratory, Department of Electrical Engineering-Faculdade de Engenharia da, Universidade do Porto Campus of Asprela, Porto, 4200-465, Portugal; Branco F.; Sá C.A., High Voltage Laboratory, Department of Electrical Engineering-Faculdade de Engenharia da, Universidade do Porto Campus of Asprela, Porto, 4200-465, Portugal; Moura A.M., High Voltage Laboratory, Department of Electrical Engineering-Faculdade de Engenharia da, Universidade do Porto Campus of Asprela, Porto, 4200-465, Portugal; Lopes R.C., Efacec, Transformers R&D, Apartado 1018-4466-952, São Mamede de Infesta, Portugal; Soares M., Redes Energéticas Nacionais, Asset Managment Department, Maia, 4470-259, Portugal","—The main objective of this work is to summarize the most commonly used dielectric fluids in the power distribution transformers, as well as to discuss what are the latest and the rationale behind those trends. The favorable and unfavorable reasons for any choice behind each of those dielectric fluids will be discussed. Additionally, this work also advances the power distribution transformers health index most commonly used to assess the condition of the transformer. © 2021, European Association for the Development of Renewable Energy, Environment and Power Quality (EA4EPQ). All rights reserved.",Mathematical models; Renewable energy resources; Dielectric fluid; Experiment study; Health indices; Power distribution transformer; Power transformers,Dielectric ageing process; Dielectrics; Distribution transformers; Ester fluids; Health indexes; Mineral oils,,,"European Association for the Development of Renewable Energy, Environment and Power Quality (EA4EPQ)",2172038X,,,,English,Renewable Energy and Power Qual. J.,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85114687756
Rozga P.; Stuchala F.; Hantsz D.; Wang F.; Shen Z.; Li J.,"Rozga, Pawel (25634600700); Stuchala, Filip (57024069600); Hantsz, Dariusz (55537235900); Wang, Feipeng (7501312724); Shen, Zijia (57216240255); Li, Jian (35215495000)",25634600700; 57024069600; 55537235900; 7501312724; 57216240255; 35215495000,Behavior of positive streamers in ester liquids and mineral oil in a non-uniform field with and without insulating pressboard barrier,2021,ICEMPE 2021 - 3rd International Conference on Electrical Materials and Power Equipment,,,9509217,,,,10.1109/ICEMPE51623.2021.9509217,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114044948&doi=10.1109%2fICEMPE51623.2021.9509217&partnerID=40&md5=fa5e85c0b2d41b01aabbebeff3560d2a,"Institute of Electrical Power Engineering, Lodz University of Technology, Lodz, Poland; State Key Laboratory of Power Transmission Equipment System Security and New Technology, Chongqing University, Chongqing, China","Rozga P., Institute of Electrical Power Engineering, Lodz University of Technology, Lodz, Poland; Stuchala F., Institute of Electrical Power Engineering, Lodz University of Technology, Lodz, Poland; Hantsz D., Institute of Electrical Power Engineering, Lodz University of Technology, Lodz, Poland; Wang F., State Key Laboratory of Power Transmission Equipment System Security and New Technology, Chongqing University, Chongqing, China; Shen Z., State Key Laboratory of Power Transmission Equipment System Security and New Technology, Chongqing University, Chongqing, China; Li J., State Key Laboratory of Power Transmission Equipment System Security and New Technology, Chongqing University, Chongqing, China","This article presents the results of the studies on positive streamer behavior in non-uniform field the insulating system, in which the free liquid gap is divided on parts by pressboard barrier. The streamer characteristics were assessed mainly on the basis of registration of light emitted during streamer development and additionally on the basis of propagation velocity evaluated. Three liquids were tested during the studies namely mineral oil, synthetic ester and natural ester. A non-uniform electric field was created by point-to-sphere electrode system, a standard practice in laboratory, although very much unlikely taken place in real transformers. Two liquid gaps 20 mm and 40 mm were considered. The studies included LIBV determination of free liquid gaps, acceleration voltage determination in each case and streamer behavior assessment when 4 mm in thick pressboard barrier was placed 10 mm below HV tip. The results showed the differences in LIBV of the liquids considered in favor of natural ester for 20 mm gap and in favor of mineral oil for 40 mm gap. However when comparing acceleration voltage much better properties indicated mineral oil tested, what was expected based on literature data. When introducing the pressboard barrier the streamers significantly changed their characteristics in relation to the system without barrier. In most cases, at the values of the voltage at which the streamers developed as fast, they have been slowed down. Additionally, the differences in breakdown voltage when barrier introducing were significantly reduced. This fact is a benefit in assessment of ester liquids at lightning impulse stresses and in consideration for their use in power transformers. © 2021 IEEE.",Electric fields; Esters; Mineral oils; Minerals; Power transformers; Acceleration voltages; Insulating system; Lightning impulse stress; Nonuniform electric field; Positive streamers; Propagation velocities; Sphere electrodes; Standard practices; Liquids,ester liquids; lightning impulse voltage; streamers,,,Institute of Electrical and Electronics Engineers Inc.,,978-166541840-9,,,English,ICEMPE - Int. Conf. Electr. Mater. Power Equip.,Conference paper,Final,,Scopus,2-s2.0-85114044948
